Идентификатор,Наименование,Адрес,Выручка 2020,Выручка 2021,Выручка 2022,Дельта по выручке,Число сотрудников 2020,Число сотрудников 2021,Число сотрудников 2022,Дельта по сотрудникам
21492,Столовая,"город Москва, Университетский проспект, дом 4А",20221036.0,34376682.0,25158798.0,4937762.0,19.0,12.0,11.0,-8.0
147834,Пять звезд,"город Москва, улица Щепкина, дом 51/4, строение 1",22927609.0,39444164.0,27801962.0,4874353.0,13.0,,13.0,0.0
277594,Osteria Unica,"город Москва, Благовещенский переулок, дом 10, строение 2",29173623.0,26055976.0,34039742.0,4866119.0,19.0,8.0,11.0,-8.0
258401,Шаурма. Выпечка,"город Москва, Пятницкое шоссе, дом 6, корпус 1",31403432.0,21745421.0,36243765.0,4840333.0,12.0,18.0,10.0,-2.0
342445,Ванильное небо,"город Москва, Ленинградский проспект, дом 31А, строение 1",20658297.0,23635845.0,25491097.0,4832800.0,7.0,19.0,13.0,6.0
174092,Кофейня,"город Москва, улица Барышиха, дом 14",32082243.0,,36902677.0,4820434.0,10.0,14.0,18.0,8.0
124533,Хинкальная Легенда,"город Москва, улица Арбат, дом 12, строение 2",27481214.0,30460822.0,32292199.0,4810985.0,8.0,,7.0,-1.0
346643,Кофе с собой,"город Москва, улица Милашенкова, дом 7, корпус 1",30034447.0,,34837328.0,4802881.0,10.0,13.0,15.0,5.0
219559,DONUTTO,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Донской, улица Вавилова, дом 3",32430155.0,29792869.0,37225053.0,4794898.0,6.0,13.0,13.0,7.0
319011,Кофейня «KOFFEELOVKA»,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Даниловский, Дубининская улица, дом 53, строение 5",26768088.0,36646703.0,31553124.0,4785036.0,11.0,9.0,7.0,-4.0
260219,PHO best,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Измайлово, Измайловский проспект, дом 54",23925994.0,20264926.0,28669631.0,4743637.0,6.0,18.0,11.0,5.0
182624,Ресторан «Flat Iron bar & roadhouse»,"Вознесенский переулок, дом 7, строение 1",30107281.0,,34843963.0,4736682.0,12.0,10.0,12.0,0.0
305743,Шаурма,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Марьино, Братиславская улица, дом 14",26105785.0,26081404.0,30832509.0,4726724.0,10.0,,14.0,4.0
181010,Бистро 24,"город Москва, Павелецкая набережная, дом 2, строение 7",29628950.0,31600496.0,34354620.0,4725670.0,11.0,,17.0,6.0
215720,Jai Hind,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Мещанский, Олимпийский проспект, дом 18/1",21312146.0,23738720.0,26027433.0,4715287.0,16.0,17.0,13.0,-3.0
358960,Аленка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Поварская улица, дом 29/36, строение 1",20478826.0,24251886.0,25176897.0,4698071.0,19.0,,12.0,-7.0
297020,Милти,"город Москва, Вешняковская улица, дом 29",26678428.0,,31338446.0,4660018.0,11.0,13.0,6.0,-5.0
157978,Аленка,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, 1-я Тверская-Ямская улица, дом 12",23067859.0,34983097.0,27698422.0,4630563.0,8.0,12.0,17.0,9.0
362393,Мичелада(ПРОФСОЮЗ),"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Сущёвская улица, дом 21",32479521.0,33434227.0,37096020.0,4616499.0,9.0,,6.0,-3.0
251878,Китайская кухня,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Раменки, Мичуринский проспект, дом 8, строение 1",26162695.0,,30768801.0,4606106.0,10.0,,13.0,3.0
264784,Justa Pasta,"город Москва, улица Солянка, дом 2/6",29315553.0,26320464.0,33897297.0,4581744.0,7.0,11.0,9.0,2.0
319015,Легенда Самарканда,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Южное Тушино, Парусный проезд, дом 5, строение 1",28633766.0,,33209996.0,4576230.0,11.0,16.0,16.0,5.0
285375,Стамбул Донер Гриль,"Сокольническая площадь, дом 4, корпус 1-2, помещение 4П",27280670.0,,31842266.0,4561596.0,9.0,18.0,11.0,2.0
27476,ГБОУ Школа № 1598,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Гольяново, Хабаровская улица, дом 8",26134221.0,22677712.0,30688432.0,4554211.0,7.0,,18.0,11.0
339969,Petrushka,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Аэропорт, Ленинградский проспект, дом 72, корпус 3",33594954.0,29178435.0,38141337.0,4546383.0,7.0,8.0,8.0,1.0
330974,Magic,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, улица Большая Дмитровка, дом 5/6, строение 4",34929551.0,,39475545.0,4545994.0,16.0,11.0,10.0,-6.0
198263,Mr.Doner,"город Москва, Тимирязевская улица, дом 17А",33492989.0,23432852.0,38034328.0,4541339.0,17.0,7.0,13.0,-4.0
368305,Кафе БОРГЕТТО,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Академический, улица Винокурова, дом 4, корпус 1",29700372.0,30899889.0,34216778.0,4516406.0,17.0,,13.0,-4.0
367900,Лаки Кинг,"Российская Федерация, город Москва, внутригородская территория муниципальный округ Матушкино, город Зеленоград, площадь Юности, дом 2, строение 1",32145024.0,,36656380.0,4511356.0,6.0,9.0,14.0,8.0
23911,ПИВНОЙ ДВОРИК,"город Москва, улица Обручева, дом 11",23656043.0,,28131047.0,4475004.0,18.0,6.0,12.0,-6.0
